Bus,BasekV,Node1,Magnitude1,Angle1,pu1,Node2,Magnitude2,Angle2,pu2,Node3,Magnitude3,Angle3,pu3
"808",12.47,1,7251.94,-33.8,1.0073,0,0,0,0,0,0,0,0
"814",12.47,1,7251.3,-33.8,1.0072,0,0,0,0,0,0,0,0
"14829",12.47,2,7114.23,-155.2,0.98815,0,0,0,0,0,0,0,0
"830",12.47,3,7228.41,85.5,1.004,0,0,0,0,0,0,0,0
"831",12.47,3,7226.91,85.5,1.0038,0,0,0,0,0,0,0,0
"1008229",12.47,2,7100.93,-155.1,0.9863,0,0,0,0,0,0,0,0
"1008227",12.47,2,7100.84,-155.1,0.98629,0,0,0,0,0,0,0,0
"28189",12.47,1,7189.39,-34.2,0.99859,2,7189.17,-154.8,0.99856,3,7249.44,85.6,1.0069
"785",12.47,1,7255.25,-33.8,1.0077,0,0,0,0,0,0,0,0
"790",12.47,1,7253.95,-33.8,1.0076,0,0,0,0,0,0,0,0
"1160477",12.47,2,6991.99,-155.3,0.97117,0,0,0,0,0,0,0,0
"MDV201_15005ELB_INT",12.47,2,6991.97,-155.3,0.97117,0,0,0,0,0,0,0,0
"1149717",12.47,1,7145.53,-34.6,0.9925,2,7177.45,-154.6,0.99693,3,7150.52,85.3,0.99319
"8205",12.47,2,6996.56,-155.3,0.9718,0,0,0,0,0,0,0,0
"8204",12.47,2,6996.5,-155.3,0.9718,0,0,0,0,0,0,0,0
"802",12.47,2,7196,-154.6,0.99951,0,0,0,0,0,0,0,0
"804",12.47,2,7195.68,-154.6,0.99946,0,0,0,0,0,0,0,0
"94733",12.47,2,7054.62,-155.3,0.97987,0,0,0,0,0,0,0,0
"94734",12.47,2,7054.55,-155.3,0.97986,0,0,0,0,0,0,0,0
"14875",12.47,1,7202.29,-34.1,1.0004,0,0,0,0,0,0,0,0
"1012406",12.47,3,7206.83,85.4,1.001,0,0,0,0,0,0,0,0
"39764",12.47,1,7171.12,-34.5,0.99605,2,7185.15,-154.5,0.998,3,7165.06,85.3,0.99521
"15011",12.47,1,7165.87,-34.5,0.99532,2,7185.01,-154.5,0.99798,3,7162.96,85.3,0.99492
"8087",12.47,3,7229.61,85.5,1.0042,0,0,0,0,0,0,0,0
"855",12.47,3,7228.22,85.5,1.004,0,0,0,0,0,0,0,0
"69623",12.47,1,7118.58,-34.2,0.98875,2,7073.96,-155.2,0.98255,3,7212.59,85.4,1.0018
"108027",12.47,3,7212.59,85.4,1.0018,0,0,0,0,0,0,0,0
"63638",12.47,1,7258.69,-33.8,1.0082,2,7250.1,-154.2,1.007,3,7284.84,86.1,1.0118
"1010727",12.47,1,7258.68,-33.8,1.0082,0,0,0,0,0,0,0,0
"39763",12.47,1,7172.21,-34.5,0.9962,2,7185.18,-154.5,0.998,3,7165.5,85.3,0.99527
"39762",12.47,1,7172.21,-34.5,0.9962,2,7185.18,-154.5,0.998,3,7165.5,85.3,0.99527
"89785",12.47,3,7203.64,85.4,1.0006,0,0,0,0,0,0,0,0
"1145433",12.47,3,7203.64,85.4,1.0006,0,0,0,0,0,0,0,0
"8108",12.47,3,7227.75,85.5,1.0039,0,0,0,0,0,0,0,0
"14881",12.47,1,7198.9,-34.1,0.99991,0,0,0,0,0,0,0,0
"14878",12.47,1,7198.78,-34.1,0.99989,0,0,0,0,0,0,0,0
"69485",12.47,2,7100.5,-155.1,0.98624,0,0,0,0,0,0,0,0
"69488",12.47,2,7100.37,-155.1,0.98622,0,0,0,0,0,0,0,0
"1160482",12.47,2,6990.33,-155.3,0.97094,0,0,0,0,0,0,0,0
"1160487",12.47,2,6990.1,-155.3,0.97091,0,0,0,0,0,0,0,0
"8169",12.47,2,7194.14,-154.5,0.99925,0,0,0,0,0,0,0,0
"8168",12.47,2,7193.96,-154.5,0.99922,0,0,0,0,0,0,0,0
"1163438",12.47,3,7166.4,85.3,0.99539,0,0,0,0,0,0,0,0
"MDV201_1163441ELB_INT",12.47,3,7166.4,85.3,0.99539,0,0,0,0,0,0,0,0
"1163441",12.47,3,7166.4,85.3,0.99539,0,0,0,0,0,0,0,0
"14851",12.47,2,7205.37,-154.5,1.0008,0,0,0,0,0,0,0,0
"14852",12.47,2,7205.29,-154.5,1.0008,0,0,0,0,0,0,0,0
"1160496",12.47,1,7130.64,-34.2,0.99043,0,0,0,0,0,0,0,0
"MDV201_8082ELB_INT",12.47,1,7130.62,-34.2,0.99043,0,0,0,0,0,0,0,0
"8082",12.47,1,7130.62,-34.2,0.99043,0,0,0,0,0,0,0,0
"14848",12.47,3,7249.88,85.6,1.007,0,0,0,0,0,0,0,0
"14871",12.47,3,7249.6,85.6,1.007,0,0,0,0,0,0,0,0
"1144267",12.47,2,7187.37,-154.8,0.99831,0,0,0,0,0,0,0,0
"1144266",12.47,2,7187.07,-154.8,0.99827,0,0,0,0,0,0,0,0
"28297",12.47,3,7266.9,85.5,1.0094,0,0,0,0,0,0,0,0
"28298",12.47,3,7265.5,85.5,1.0092,0,0,0,0,0,0,0,0
"69626",12.47,3,7212.56,85.4,1.0018,0,0,0,0,0,0,0,0
"46400",12.47,3,7131.02,85.1,0.99048,0,0,0,0,0,0,0,0
"46402",12.47,3,7130.93,85.1,0.99047,0,0,0,0,0,0,0,0
"63684",12.47,1,7207.56,-34.1,1.0011,2,7192.94,-154.7,0.99908,3,7257.42,85.7,1.008
"1144263",12.47,1,7207.55,-34.1,1.0011,0,0,0,0,0,0,0,0
"1144261",12.47,3,7232.05,85.6,1.0045,0,0,0,0,0,0,0,0
"833",12.47,3,7229.75,85.5,1.0042,0,0,0,0,0,0,0,0
"39615",12.47,2,7127.06,-155.0,0.98993,0,0,0,0,0,0,0,0
"39616",12.47,2,7126.95,-155.0,0.98992,0,0,0,0,0,0,0,0
"39611",12.47,1,7123.33,-34.2,0.98941,2,7092.7,-155.2,0.98516,3,7228.26,85.5,1.004
"103731",12.47,1,7123.32,-34.2,0.98941,0,0,0,0,0,0,0,0
"1160500",12.47,1,7139.58,-34.2,0.99167,0,0,0,0,0,0,0,0
"1160501",12.47,1,7139.51,-34.2,0.99166,0,0,0,0,0,0,0,0
"792",12.47,2,7195,-154.6,0.99937,0,0,0,0,0,0,0,0
"799",12.47,2,7194.96,-154.6,0.99936,0,0,0,0,0,0,0,0
"28293",12.47,3,7247.59,85.6,1.0067,0,0,0,0,0,0,0,0
"28294",12.47,3,7247.44,85.6,1.0067,0,0,0,0,0,0,0,0
"1000985",12.47,1,7156.87,-34.2,0.99407,0,0,0,0,0,0,0,0
"1000986",12.47,1,7156.34,-34.2,0.994,0,0,0,0,0,0,0,0
"8110",12.47,3,7249.42,85.6,1.0069,0,0,0,0,0,0,0,0
"8114",12.47,3,7249.03,85.6,1.0069,0,0,0,0,0,0,0,0
"103729",12.47,2,7078.33,-155.2,0.98316,0,0,0,0,0,0,0,0
"39584",12.47,2,7076.54,-155.2,0.98291,0,0,0,0,0,0,0,0
"56781",12.47,1,7145.79,-34.6,0.99253,2,7175.48,-154.6,0.99666,3,7149.27,85.3,0.99302
"1160504",12.47,1,7139.66,-34.2,0.99168,0,0,0,0,0,0,0,0
"1160505",12.47,1,7139.48,-34.2,0.99166,0,0,0,0,0,0,0,0
"62236",12.47,3,7169.69,85.3,0.99585,0,0,0,0,0,0,0,0
"62237",12.47,3,7166.49,85.3,0.99541,0,0,0,0,0,0,0,0
"103728",12.47,1,7118.61,-34.2,0.98876,0,0,0,0,0,0,0,0
"39590",12.47,1,7117.43,-34.2,0.98859,0,0,0,0,0,0,0,0
"MDV201_15008ELB_INT",12.47,2,6994.36,-155.3,0.9715,0,0,0,0,0,0,0,0
"15008",12.47,2,6994.36,-155.3,0.9715,0,0,0,0,0,0,0,0
"39599",12.47,2,7088.11,-155.2,0.98452,0,0,0,0,0,0,0,0
"39600",12.47,2,7088.11,-155.2,0.98452,0,0,0,0,0,0,0,0
"8162",12.47,2,7194.96,-154.5,0.99936,0,0,0,0,0,0,0,0
"44580",12.47,2,7194.55,-154.5,0.9993,0,0,0,0,0,0,0,0
"28233",12.47,3,7254.26,85.7,1.0076,0,0,0,0,0,0,0,0
"28228",12.47,3,7253.85,85.7,1.0075,0,0,0,0,0,0,0,0
"816",12.47,2,7188.93,-154.6,0.99852,0,0,0,0,0,0,0,0
"826",12.47,2,7188.78,-154.6,0.9985,0,0,0,0,0,0,0,0
"1160462",12.47,1,7129.61,-34.2,0.99028,0,0,0,0,0,0,0,0
"39576",12.47,1,7118.34,-34.2,0.98872,2,7075.98,-155.2,0.98284,3,7221.75,85.5,1.0031
"52517",12.47,1,7118.3,-34.2,0.98871,2,7075.16,-155.2,0.98272,3,7220.41,85.5,1.0029
"788",12.47,1,7298.32,-33.5,1.0137,2,7287.31,-153.8,1.0122,3,7306.4,86.5,1.0148
"94739",12.47,1,7112.43,-34.2,0.9879,0,0,0,0,0,0,0,0
"94742",12.47,1,7112.29,-34.2,0.98788,0,0,0,0,0,0,0,0
"106882",12.47,2,7188.12,-154.5,0.99841,0,0,0,0,0,0,0,0
"38389",12.47,2,7187.97,-154.5,0.99839,0,0,0,0,0,0,0,0
"63669",12.47,3,7223.81,85.5,1.0034,0,0,0,0,0,0,0,0
"63670",12.47,3,7223.79,85.5,1.0034,0,0,0,0,0,0,0,0
"8101",12.47,1,7139.67,-34.2,0.99168,0,0,0,0,0,0,0,0
"MDV201_1160504ELB_INT",12.47,1,7139.66,-34.2,0.99168,0,0,0,0,0,0,0,0
"1010728",12.47,1,7252.84,-33.8,1.0074,0,0,0,0,0,0,0,0
"28222",12.47,3,7254.83,85.6,1.0077,0,0,0,0,0,0,0,0
"28223",12.47,3,7254.08,85.6,1.0076,0,0,0,0,0,0,0,0
"94728",12.47,2,7065.86,-155.3,0.98143,0,0,0,0,0,0,0,0
"94740",12.47,2,7063.48,-155.3,0.9811,0,0,0,0,0,0,0,0
"8079",12.47,1,7145.12,-34.2,0.99244,2,7128.5,-155.0,0.99013,3,7232.01,85.6,1.0045
"8078",12.47,1,7142.48,-34.2,0.99207,2,7125.29,-155.0,0.98968,3,7231.58,85.6,1.0044
"1012411",12.47,3,7205.4,85.4,1.0008,0,0,0,0,0,0,0,0
"1012408",12.47,3,7205.34,85.4,1.0008,0,0,0,0,0,0,0,0
"1160458",12.47,1,7143.22,-34.2,0.99217,0,0,0,0,0,0,0,0
"62242",12.47,1,7187.5,-34.4,0.99833,2,7186.21,-154.5,0.99815,3,7171.21,85.3,0.99606
"1144243",12.47,3,7249.86,85.6,1.007,0,0,0,0,0,0,0,0
"69621",12.47,2,7061.35,-155.3,0.9808,0,0,0,0,0,0,0,0
"6568",12.47,2,6996.79,-155.3,0.97184,0,0,0,0,0,0,0,0
"MDV201_1160472ELB_INT",12.47,2,6996.75,-155.3,0.97183,0,0,0,0,0,0,0,0
"1160472",12.47,2,6996.75,-155.3,0.97183,0,0,0,0,0,0,0,0
"28301",12.47,3,7248.05,85.6,1.0067,0,0,0,0,0,0,0,0
"62311",12.47,3,7161.31,85.3,0.99469,0,0,0,0,0,0,0,0
"62312",12.47,3,7161.16,85.3,0.99467,0,0,0,0,0,0,0,0
"840",12.47,2,7128.76,-155.0,0.99017,0,0,0,0,0,0,0,0
"28280",12.47,1,7117.74,-34.2,0.98864,0,0,0,0,0,0,0,0
"28279",12.47,1,7117.48,-34.2,0.9886,0,0,0,0,0,0,0,0
"28232",12.47,1,7206.5,-34.1,1.001,2,7188.81,-154.8,0.99851,3,7256.76,85.6,1.0079
"14834",12.47,3,7267.46,85.5,1.0094,0,0,0,0,0,0,0,0
"28311",12.47,3,7204.8,85.4,1.0007,0,0,0,0,0,0,0,0
"89826",12.47,3,7204.69,85.4,1.0007,0,0,0,0,0,0,0,0
"63659",12.47,1,7221.75,-34.0,1.0031,2,7209.5,-154.6,1.0014,3,7265.08,85.8,1.0091
"44578",12.47,3,7161.53,85.3,0.99472,0,0,0,0,0,0,0,0
"44579",12.47,3,7161.53,85.3,0.99472,0,0,0,0,0,0,0,0
"28240",12.47,3,7256.06,85.7,1.0078,0,0,0,0,0,0,0,0
"28237",12.47,3,7255.99,85.7,1.0078,0,0,0,0,0,0,0,0
"56775",12.47,2,7175.25,-154.6,0.99662,0,0,0,0,0,0,0,0
"56776",12.47,2,7175.14,-154.6,0.99661,0,0,0,0,0,0,0,0
"69617",12.47,1,7118.39,-34.2,0.98873,2,7074.3,-155.2,0.9826,3,7214.54,85.4,1.0021
"MDV201_HN_2_793_ABC1023346_INT",12.47,1,7318.1,-33.4,1.0165,2,7305.34,-153.7,1.0147,3,7318.71,86.7,1.0165
"108774",12.47,2,7175.48,-154.6,0.99666,0,0,0,0,0,0,0,0
"1144237",12.47,2,7166.64,-154.6,0.99543,0,0,0,0,0,0,0,0
"1144236",12.47,2,7162.65,-154.6,0.99487,0,0,0,0,0,0,0,0
"8123",12.47,3,7248.75,85.6,1.0068,0,0,0,0,0,0,0,0
"14853",12.47,2,7056.87,-155.3,0.98018,0,0,0,0,0,0,0,0
"14854",12.47,2,7055.41,-155.3,0.97998,0,0,0,0,0,0,0,0
"MDV201_39754ELB_INT",12.47,2,6990.67,-155.3,0.97099,0,0,0,0,0,0,0,0
"58433",12.47,3,7135.35,85.1,0.99108,0,0,0,0,0,0,0,0
"1023343",12.47,3,7135.35,85.1,0.99108,0,0,0,0,0,0,0,0
"1010729",12.47,1,7252.88,-33.8,1.0074,0,0,0,0,0,0,0,0
"8140",12.47,3,7229.01,85.6,1.0041,0,0,0,0,0,0,0,0
"62231",12.47,3,7172.95,85.3,0.9963,0,0,0,0,0,0,0,0
"106883",12.47,3,7172.93,85.3,0.9963,0,0,0,0,0,0,0,0
"63645",12.47,1,7242.43,-33.9,1.006,2,7232.49,-154.4,1.0046,3,7273.98,86.0,1.0103
"63655",12.47,1,7236.42,-34.0,1.0051,2,7226.04,-154.4,1.0037,3,7269.91,85.9,1.0098
"94730",12.47,2,7054.37,-155.3,0.97983,0,0,0,0,0,0,0,0
"104355",12.47,2,7196.11,-154.5,0.99952,0,0,0,0,0,0,0,0
"1144241",12.47,1,7171.11,-34.5,0.99605,0,0,0,0,0,0,0,0
"63763",12.47,1,7171.1,-34.5,0.99605,0,0,0,0,0,0,0,0
"62308",12.47,3,7156.01,85.3,0.99395,0,0,0,0,0,0,0,0
"46406",12.47,3,7117.8,85.1,0.98864,0,0,0,0,0,0,0,0
"46404",12.47,3,7116.27,85.1,0.98843,0,0,0,0,0,0,0,0
"108028",12.47,3,7210.72,85.4,1.0016,0,0,0,0,0,0,0,0
"69653",12.47,3,7210.48,85.4,1.0015,0,0,0,0,0,0,0,0
"8165",12.47,1,7197.11,-34.3,0.99966,2,7190.74,-154.5,0.99878,3,7186.91,85.4,0.99824
"8130",12.47,1,7177.51,-34.2,0.99694,0,0,0,0,0,0,0,0
"861",12.47,1,7277.44,-33.7,1.0108,2,7267.44,-154.0,1.0094,3,7295.52,86.3,1.0133
"63685",12.47,1,7269.1,-33.7,1.0097,2,7259.52,-154.1,1.0083,3,7291.19,86.2,1.0127
"8129",12.47,1,7189.61,-34.2,0.99862,2,7189.44,-154.8,0.9986,3,7249.59,85.6,1.0069
"8151",12.47,1,7189.12,-34.2,0.99855,0,0,0,0,0,0,0,0
"14838",12.47,3,7263.57,85.5,1.0089,0,0,0,0,0,0,0,0
"14840",12.47,3,7263.24,85.5,1.0088,0,0,0,0,0,0,0,0
"62243",12.47,3,7167.34,85.3,0.99553,0,0,0,0,0,0,0,0
"62251",12.47,3,7167.06,85.3,0.99549,0,0,0,0,0,0,0,0
"860",12.47,3,7226.09,85.5,1.0037,0,0,0,0,0,0,0,0
"8153",12.47,3,7225.8,85.5,1.0036,0,0,0,0,0,0,0,0
"1160502",12.47,1,7139.51,-34.2,0.99166,0,0,0,0,0,0,0,0
"853",12.47,1,7189.29,-34.2,0.99857,2,7189.08,-154.8,0.99855,3,7249.35,85.6,1.0069
"1011953",12.47,1,7189.29,-34.2,0.99857,2,7189.08,-154.8,0.99855,3,7249.35,85.6,1.0069
"94735",12.47,2,7072.72,-155.2,0.98238,0,0,0,0,0,0,0,0
"52513",12.47,2,7072.39,-155.2,0.98234,0,0,0,0,0,0,0,0
"102186",12.47,3,7194.31,85.4,0.99927,0,0,0,0,0,0,0,0
"28277",12.47,3,7194.26,85.4,0.99926,0,0,0,0,0,0,0,0
"39587",12.47,2,7051.59,-155.3,0.97945,0,0,0,0,0,0,0,0
"39586",12.47,2,7051.38,-155.3,0.97942,0,0,0,0,0,0,0,0
"1160495",12.47,1,7130.61,-34.2,0.99042,0,0,0,0,0,0,0,0
"39756",12.47,2,6991,-155.3,0.97103,0,0,0,0,0,0,0,0
"MDV201_1160484ELB_INT",12.47,2,6990.98,-155.3,0.97103,0,0,0,0,0,0,0,0
"69484",12.47,1,7127.71,-34.2,0.99002,2,7101.49,-155.1,0.98638,3,7230.03,85.5,1.0042
"69481",12.47,1,7127.49,-34.2,0.98999,2,7100.93,-155.1,0.9863,3,7230.5,85.5,1.0043
"8145",12.47,1,7141.82,-34.2,0.99198,0,0,0,0,0,0,0,0
"MDV201_1160461ELB_INT",12.47,1,7141.79,-34.2,0.99198,0,0,0,0,0,0,0,0
"38388",12.47,1,7193.37,-34.4,0.99914,2,7188.12,-154.5,0.99841,3,7178.14,85.4,0.99703
"828",12.47,1,7245.86,-33.8,1.0064,0,0,0,0,0,0,0,0
"819",12.47,1,7245.65,-33.8,1.0064,0,0,0,0,0,0,0,0
"6577",12.47,2,7014.37,-155.3,0.97428,0,0,0,0,0,0,0,0
"8196",12.47,2,7014.18,-155.3,0.97425,0,0,0,0,0,0,0,0
"62304",12.47,3,7153.08,85.3,0.99354,0,0,0,0,0,0,0,0
"28250",12.47,1,7201.55,-34.1,1.0003,0,0,0,0,0,0,0,0
"8074",12.47,1,7138.52,-34.2,0.99152,2,7120.54,-155.0,0.98902,3,7231.09,85.5,1.0044
"14845",12.47,1,7195.9,-34.0,0.99949,2,7139.7,-155.1,0.99169,3,7269.63,85.5,1.0097
"14836",12.47,1,7195.45,-33.9,0.99943,2,7133.29,-155.1,0.9908,3,7271.48,85.5,1.01
"62250",12.47,1,7183.76,-34.4,0.99781,2,7185.67,-154.5,0.99807,3,7169.98,85.3,0.99589
"39574",12.47,1,7112.65,-34.2,0.98793,0,0,0,0,0,0,0,0
"1144257",12.47,3,7229,85.6,1.0041,0,0,0,0,0,0,0,0
"8094",12.47,3,7228.36,85.5,1.004,0,0,0,0,0,0,0,0
"39575",12.47,1,7118.4,-34.2,0.98873,2,7076.97,-155.2,0.98297,3,7223.25,85.5,1.0033
"39577",12.47,1,7115.04,-34.2,0.98826,0,0,0,0,0,0,0,0
"39571",12.47,1,7113.92,-34.2,0.98811,0,0,0,0,0,0,0,0
"8126",12.47,1,7191.06,-34.2,0.99882,2,7189.04,-154.8,0.99854,3,7249.73,85.6,1.007
"1140228",12.47,1,7128.64,-34.2,0.99015,2,7103.32,-155.1,0.98663,3,7229.54,85.5,1.0042
"28261",12.47,3,7186.33,85.4,0.99816,0,0,0,0,0,0,0,0
"1160469",12.47,2,6991.43,-155.3,0.97109,0,0,0,0,0,0,0,0
"MDV201_39759ELB_INT",12.47,2,6991.41,-155.3,0.97109,0,0,0,0,0,0,0,0
"39759",12.47,2,6991.41,-155.3,0.97109,0,0,0,0,0,0,0,0
"856",12.47,3,7227.51,85.5,1.0039,0,0,0,0,0,0,0,0
"857",12.47,3,7227.21,85.5,1.0038,0,0,0,0,0,0,0,0
"39628",12.47,3,7221.84,85.5,1.0031,0,0,0,0,0,0,0,0
"39629",12.47,3,7221.66,85.5,1.0031,0,0,0,0,0,0,0,0
"28244",12.47,1,7211.96,-34.2,1.0017,2,7205.5,-154.5,1.0008,3,7228.94,85.6,1.0041
"1103251",12.47,3,7251.61,85.6,1.0072,0,0,0,0,0,0,0,0
"8104",12.47,3,7249.91,85.6,1.007,0,0,0,0,0,0,0,0
"112113",12.47,1,7112.71,-34.2,0.98794,0,0,0,0,0,0,0,0
"6595",12.47,1,7151.99,-34.6,0.99339,0,0,0,0,0,0,0,0
"6597",12.47,1,7150.65,-34.6,0.99321,0,0,0,0,0,0,0,0
"56770",12.47,1,7141.59,-34.7,0.99195,0,0,0,0,0,0,0,0
"14841",12.47,1,7196.27,-34.0,0.99954,2,7143.33,-155.0,0.99219,3,7268.43,85.5,1.0096
"1144265",12.47,3,7257,85.6,1.008,0,0,0,0,0,0,0,0
"52532",12.47,3,7254.99,85.6,1.0077,0,0,0,0,0,0,0,0
"14864",12.47,1,7199.3,-34.1,0.99996,0,0,0,0,0,0,0,0
"14863",12.47,1,7199.01,-34.1,0.99992,0,0,0,0,0,0,0,0
"56766",12.47,1,7145.1,-34.7,0.99244,2,7181.94,-154.6,0.99755,3,7152.91,85.3,0.99352
"28285",12.47,1,7119.17,-34.2,0.98883,2,7072.54,-155.2,0.98236,3,7204.81,85.4,1.0007
"67893",12.47,1,7149.78,-34.7,0.99309,2,7165.64,-154.6,0.99529,3,7135.75,85.1,0.99114
"67891",12.47,1,7149.78,-34.7,0.99309,2,7165.64,-154.6,0.99529,3,7135.75,85.1,0.99114
"15001",12.47,2,7000.81,-155.3,0.97239,0,0,0,0,0,0,0,0
"14993",12.47,2,6999.86,-155.3,0.97226,0,0,0,0,0,0,0,0
"46388",12.47,2,7151.62,-154.7,0.99334,0,0,0,0,0,0,0,0
"46390",12.47,2,7151.35,-154.7,0.9933,0,0,0,0,0,0,0,0
"28234",12.47,1,7199.72,-34.1,1,0,0,0,0,0,0,0,0
"107107",12.47,1,7227.6,-34.0,1.0039,2,7216.78,-154.5,1.0024,3,7262.14,85.8,1.0087
"812",12.47,2,7188.04,-154.6,0.9984,0,0,0,0,0,0,0,0
"801",12.47,1,7200.25,-34.1,1.0001,2,7190.08,-154.8,0.99868,3,7255.29,85.7,1.0077
"14862",12.47,3,7249.67,85.6,1.007,0,0,0,0,0,0,0,0
"100479",12.47,3,7249.66,85.6,1.007,0,0,0,0,0,0,0,0
"74452",12.47,3,7103.21,85.1,0.98662,0,0,0,0,0,0,0,0
"1160479",12.47,2,6993.3,-155.3,0.97135,0,0,0,0,0,0,0,0
"MDV201_15004ELB_INT",12.47,2,6993.27,-155.3,0.97135,0,0,0,0,0,0,0,0
"21650",12.47,1,7180.9,-34.2,0.99741,0,0,0,0,0,0,0,0
"21649",12.47,1,7180.51,-34.2,0.99735,0,0,0,0,0,0,0,0
"14850",12.47,3,7248.58,85.6,1.0068,0,0,0,0,0,0,0,0
"52525",12.47,3,7248.55,85.6,1.0068,0,0,0,0,0,0,0,0
"58438",12.47,3,7107.42,85.1,0.9872,0,0,0,0,0,0,0,0
"106261",12.47,3,7107.42,85.1,0.9872,0,0,0,0,0,0,0,0
"8135",12.47,1,7178.54,-34.2,0.99708,0,0,0,0,0,0,0,0
"8136",12.47,1,7178.28,-34.2,0.99705,0,0,0,0,0,0,0,0
"39630",12.47,3,7225.78,85.5,1.0036,0,0,0,0,0,0,0,0
"63667",12.47,3,7224.8,85.5,1.0035,0,0,0,0,0,0,0,0
"100475",12.47,3,7267.46,85.5,1.0094,0,0,0,0,0,0,0,0
"39743",12.47,3,7106.8,85.1,0.98712,0,0,0,0,0,0,0,0
"39744",12.47,3,7105.21,85.1,0.9869,0,0,0,0,0,0,0,0
"88677",12.47,1,7149.78,-34.7,0.99309,2,7165.63,-154.6,0.99529,3,7135.8,85.1,0.99114
"39605",12.47,1,7121.89,-34.2,0.98921,2,7088.26,-155.2,0.98454,3,7227.43,85.5,1.0039
"6569",12.47,2,6995.44,-155.3,0.97165,0,0,0,0,0,0,0,0
"MDV201_1160476ELB_INT",12.47,2,6995.41,-155.3,0.97164,0,0,0,0,0,0,0,0
"63678",12.47,1,7206.04,-34.1,1.0009,0,0,0,0,0,0,0,0
"62246",12.47,3,7166.31,85.3,0.99538,0,0,0,0,0,0,0,0
"62248",12.47,3,7166.19,85.3,0.99537,0,0,0,0,0,0,0,0
"28267",12.47,3,7186.19,85.4,0.99814,0,0,0,0,0,0,0,0
"62298",12.47,2,7102.24,-155.2,0.98648,0,0,0,0,0,0,0,0
"1144244",12.47,2,7102.24,-155.2,0.98648,0,0,0,0,0,0,0,0
"62233",12.47,3,7168.98,85.3,0.99575,0,0,0,0,0,0,0,0
"89813",12.47,3,7151.78,85.3,0.99336,0,0,0,0,0,0,0,0
"46408",12.47,3,7117.79,85.1,0.98864,0,0,0,0,0,0,0,0
"62247",12.47,3,7164.47,85.3,0.99513,0,0,0,0,0,0,0,0
"6571",12.47,2,7005.29,-155.3,0.97302,0,0,0,0,0,0,0,0
"15006",12.47,2,7002.92,-155.3,0.97269,0,0,0,0,0,0,0,0
"39572",12.47,1,7112.9,-34.2,0.98796,0,0,0,0,0,0,0,0
"94727",12.47,1,7112.71,-34.2,0.98794,0,0,0,0,0,0,0,0
"44585",12.47,1,7194.34,-34.4,0.99928,2,7188.76,-154.5,0.9985,3,7180.46,85.4,0.99735
"63672",12.47,3,7222.66,85.5,1.0032,0,0,0,0,0,0,0,0
"MDV201_8076ELB_INT",12.47,1,7132.24,-34.2,0.99065,0,0,0,0,0,0,0,0
"8076",12.47,1,7132.24,-34.2,0.99065,0,0,0,0,0,0,0,0
"62297",12.47,2,7092.5,-155.2,0.98513,0,0,0,0,0,0,0,0
"1149715",12.47,2,7092.5,-155.2,0.98513,0,0,0,0,0,0,0,0
"28278",12.47,3,7194.26,85.4,0.99926,0,0,0,0,0,0,0,0
"14865",12.47,3,7253.57,85.6,1.0075,0,0,0,0,0,0,0,0
"14866",12.47,3,7253.23,85.6,1.0075,0,0,0,0,0,0,0,0
"847",12.47,1,7189.56,-34.2,0.99861,2,7189.38,-154.8,0.99859,3,7249.54,85.6,1.0069
"28208",12.47,1,7189.54,-34.2,0.99861,2,7189.36,-154.8,0.99858,3,7249.53,85.6,1.0069
"1160455",12.47,1,7140.12,-34.2,0.99174,0,0,0,0,0,0,0,0
"1160456",12.47,1,7139.82,-34.2,0.9917,0,0,0,0,0,0,0,0
"56782",12.47,1,7138.65,-34.7,0.99154,0,0,0,0,0,0,0,0
"56783",12.47,1,7138.31,-34.7,0.99149,0,0,0,0,0,0,0,0
"8080",12.47,1,7149.51,-34.2,0.99305,2,7131.54,-155.0,0.99055,3,7232.59,85.6,1.0046
"1010740",12.47,1,7149.51,-34.2,0.99305,0,0,0,0,0,0,0,0
"93587",12.47,1,7172.18,-34.5,0.9962,2,7185.19,-154.5,0.998,3,7165.48,85.3,0.99527
"62261",12.47,1,7172.11,-34.5,0.99619,2,7185.21,-154.5,0.99801,3,7165.47,85.3,0.99527
"63662",12.47,1,7217.11,-34.1,1.0024,2,7205.37,-154.6,1.0008,3,7263.19,85.8,1.0088
"63663",12.47,1,7214.45,-34.1,1.0021,2,7202.9,-154.7,1.0005,3,7261.61,85.7,1.0086
"14849",12.47,3,7248.7,85.6,1.0068,0,0,0,0,0,0,0,0
"89812",12.47,3,7161.53,85.3,0.99472,0,0,0,0,0,0,0,0
"99414",12.47,2,7007.69,-155.3,0.97335,0,0,0,0,0,0,0,0
"6570",12.47,2,7007.01,-155.3,0.97326,0,0,0,0,0,0,0,0
"844",12.47,1,7247.92,-33.8,1.0067,0,0,0,0,0,0,0,0
"58439",12.47,3,7107.2,85.1,0.98717,0,0,0,0,0,0,0,0
"39741",12.47,3,7106.95,85.1,0.98714,0,0,0,0,0,0,0,0
"1144259",12.47,1,7162.5,-34.2,0.99485,3,7232.59,85.6,1.0046,0,0,0,0
"44577",12.47,3,7150.98,85.3,0.99325,0,0,0,0,0,0,0,0
"8190",12.47,3,7150.73,85.3,0.99322,0,0,0,0,0,0,0,0
"39755",12.47,2,6990.34,-155.3,0.97094,0,0,0,0,0,0,0,0
